"Larry","The","Launcher"
"0","103352.75","21.87"
"0.7664665999999443","103353.75","21.87"
"1.14101119999998","103352.00","21.87"
"1.526152799999977","103348.25","21.87"
"1.9062236999999413","103354.25","21.87"
"2.2826841999999488","103356.00","21.87"
"2.647706699999958","103354.25","21.87"
"3.026051299999949","103350.75","21.87"
"3.399775199999908","103353.00","21.87"
"3.774616499999979","103351.25","21.87"
"4.165011899999968","103355.50","21.87"
"4.52989500000001","103352.00","21.87"
"4.917094199999951","103352.00","21.87"
"5.296649399999978","103352.25","21.87"
"5.6819559999999","103356.50","21.87"
"6.056395500000008","103354.50","21.87"
"6.437255199999981","103352.00","21.87"
"6.816562699999963","103353.25","21.87"
"7.196458199999938","103354.50","21.87"
"7.582190999999966","103353.00","21.87"
"7.952818999999977","103348.00","21.81"
"8.33063859999993","103355.25","21.87"
"8.712032799999974","103355.00","21.87"
"9.080452499999978","103354.50","21.87"
"9.460402799999997","103355.75","21.87"
"9.836666299999933","103354.50","21.87"
"10.226882599999954","103352.25","21.81"
"10.596381399999927","103352.75","21.87"
"10.97634949999997","103354.25","21.87"
"11.345860799999969","103356.50","21.87"
"11.725121899999976","103353.50","21.87"
"12.106133199999931","103351.50","21.87"
"12.493149599999924","103357.25","21.87"
"12.86085479999997","103355.50","21.87"
"13.240844999999922","103352.75","21.87"
"13.623756999999955","103354.50","21.87"
"13.996880799999985","103355.50","21.87"
"14.370988399999987","103359.25","21.87"
"14.746588599999995","103359.00","21.87"
"15.126590499999907","103358.25","21.87"
"15.506364299999973","103357.25","21.87"
"15.89647709999997","103354.50","21.87"
"16.26088459999994","103352.50","21.87"
"16.63584979999996","103355.50","21.87"
"17.019463599999995","103353.25","21.87"
"17.40851090000001","103352.75","21.87"
"17.776929699999982","103353.50","21.87"
"18.15655879999997","103351.25","21.87"
"18.536417099999994","103351.25","21.87"
"18.917096799999968","103347.75","21.81"
"19.300578199999904","103349.25","21.87"
"19.676081599999975","103350.25","21.87"
"20.0531297","103349.75","21.87"
"20.439047799999912","103346.25","21.81"
"20.817006300000003","103347.25","21.87"
"21.19608249999999","103346.00","21.81"
"21.57831639999995","103346.25","21.87"
"21.956201499999906","103342.75","21.81"
"22.322219700000005","103344.00","21.87"
"22.703176799999937","103345.00","21.87"
"23.08082879999995","103348.50","21.87"
"23.46739089999994","103343.00","21.87"
"23.846759099999986","103340.50","21.81"
"24.22269869999991","103341.00","21.87"
"24.60159759999999","103340.75","21.87"
"24.983717299999967","103335.75","21.81"
"25.350262799999996","103340.50","21.87"
"25.757110099999977","103340.00","21.87"
"26.116584699999976","103334.25","21.87"
"26.48634949999996","103331.75","21.81"
"26.876064999999926","103335.00","21.87"
"27.246067299999936","103333.50","21.87"
"27.61770379999996","103335.25","21.87"
"28.00171839999996","103332.75","21.87"
"28.375050099999953","103335.25","21.87"
"28.75832989999992","103331.25","21.81"
"29.1406639999999","103335.75","21.87"
"29.510944899999913","103331.25","21.81"
"29.895948499999918","103328.25","21.81"
"30.26785229999996","103328.75","21.81"
"30.65533479999999","103330.50","21.87"
"31.028658799999903","103327.00","21.81"
"31.417589299999918","103329.25","21.81"
"31.79663979999998","103328.25","21.81"
"32.17383439999992","103325.50","21.81"
"32.563148299999966","103321.75","21.81"
"32.940496800000005","103326.25","21.87"
"33.317200699999944","103326.25","21.81"
"33.70508259999997","103329.25","21.81"
"34.07436609999991","103336.00","21.87"
"34.46228539999993","103335.00","21.87"
"34.85212469999999","103328.00","21.87"
"35.21050919999993","103323.00","21.87"
"35.59528929999999","103315.50","21.81"
"35.96739969999999","103312.25","21.81"
"36.34884049999994","103314.75","21.87"
"36.70545679999998","103307.00","21.81"
"37.09329589999993","103309.25","21.87"
"37.4620486","103304.50","21.87"
"37.85242149999999","103302.50","21.87"
"38.22301099999993","103288.25","21.87"
"38.594440899999995","103271.25","21.81"
"38.982168799999954","103261.25","21.81"
"39.361627099999964","103241.75","21.81"
"39.73596779999991","103221.25","21.81"
"40.12456359999999","103198.25","21.81"
"40.49658289999991","103180.50","21.87"
"40.88810849999993","103154.25","21.81"
"41.255823499999906","103114.00","21.81"
"41.63672550000001","103065.00","21.87"
"42.01720230000001","102995.00","21.81"
"42.39578019999999","102897.25","21.87"
"42.75957129999995","102746.50","21.81"
"43.140608699999916","102550.25","21.81"
"43.52696849999995","102204.25","21.81"
"43.90655789999994","101751.25","21.81"
"44.29222459999994","101325.75","21.81"
"44.66423669999995","100929.00","21.81"
"45.04656079999995","100674.75","21.81"
"45.4202937","100635.50","21.81"
"45.807671599999935","100730.00","21.81"
"46.181863799999974","100803.50","21.81"
"46.56169709999995","100856.50","21.81"
"46.9516286999999","100902.75","21.81"
"47.32621649999999","100952.50","21.81"
"47.70236569999997","100984.25","21.81"
"48.096698999999944","101011.75","21.81"
"48.4667048","101033.50","21.81"
"48.84644270000001","101053.50","21.81"
"49.24818019999998","101077.75","21.81"
"49.64702009999996","101105.25","21.81"
"49.98061569999993","101128.25","21.81"
"50.35632439999995","101155.50","21.81"
"50.740676699999995","101175.25","21.81"
"51.1161196999999","101046.00","21.81"
"51.49342379999996","100958.50","21.81"
"51.90222499999993","100928.50","21.81"
"52.25661759999991","100937.75","21.81"
"52.68659869999999","100955.25","21.81"
"53.003307099999915","100975.00","21.81"
"53.397419199999945","100996.25","21.81"
"53.7811635999999","101008.25","21.81"
"54.14631179999992","101017.75","21.75"
"54.52141180000001","101032.50","21.81"
"54.887302999999974","101040.75","21.75"
"55.277590999999916","101053.00","21.81"
"55.66493249999996","101065.25","21.81"
"56.03589839999995","101075.75","21.81"
"56.39979399999993","101088.50","21.81"
"56.775323399999934","101101.00","21.81"
"57.167469799999935","101110.50","21.81"
"57.541824399999996","101122.75","21.81"
"57.91914459999998","101134.25","21.75"
"58.29996559999995","101145.50","21.75"
"58.6854583999999","101157.00","21.81"
"59.068646599999965","101164.00","21.75"
"59.44480920000001","101173.50","21.81"
"59.81966799999998","101177.75","21.81"
"60.20655769999996","101184.25","21.81"
"60.57689970000001","101195.00","21.81"
"60.946918600000004","101202.25","21.81"
"61.32597989999999","101206.00","21.81"
"61.710534800000005","101208.25","21.81"
"62.0863867999999","101213.50","21.75"
"62.4588561999999","101219.25","21.81"
"62.839718999999945","101227.00","21.81"
"63.243001299999946","101228.50","21.81"
"63.609169799999904","101232.25","21.81"
"63.98335379999992","101240.50","21.81"
"64.3605344","101238.75","21.81"
"64.7388168","101244.00","21.81"
"65.11543789999996","101245.75","21.75"
"65.51805999999999","101247.50","21.75"
"65.88470659999996","101254.50","21.81"
"66.2576841","101258.00","21.81"
"66.62353619999999","101262.00","21.81"
"67.0061445","101264.75","21.81"
"67.39601249999998","101268.50","21.81"
"67.75570699999992","101272.00","21.81"
"68.14736849999997","101275.00","21.81"
"68.52663439999992","101279.00","21.81"
"68.89669219999996","101282.00","21.81"
"69.27791669999999","101284.25","21.81"
"69.65976309999996","101288.00","21.81"
"70.06453539999995","101288.75","21.81"
"70.4102744999999","101292.50","21.81"
"70.78405559999999","101296.75","21.81"
"71.1560050999999","101295.75","21.75"
"71.53829429999996","101300.25","21.81"
"71.92212559999996","101303.25","21.81"
"72.30033839999999","101305.50","21.81"
"72.68068169999992","101309.50","21.81"
"73.0573791999999","101310.50","21.81"
"73.44616889999998","101312.75","21.75"
"73.8170333999999","101316.50","21.75"
"74.19785839999997","101318.75","21.75"
"74.57350769999994","101321.00","21.81"
"74.95824119999997","101313.00","21.75"
"75.33656499999995","101311.75","21.81"
"75.72158139999999","101330.50","21.81"
"76.08616589999997","101346.00","21.81"
"76.48432739999998","101354.25","21.81"
"76.84662249999997","101351.00","21.75"
"77.23666700000001","101358.25","21.75"
"77.61653649999994","101363.25","21.81"
"77.98629749999998","101369.50","21.81"
"78.36665049999999","101374.50","21.81"
"78.74691199999995","101379.50","21.75"
"79.12216430000001","101382.75","21.75"
"79.5042163999999","101387.25","21.81"
"79.88671249999993","101396.00","21.81"
"80.26683349999996","101361.00","21.75"
"80.6471424","101382.50","21.81"
"81.01647619999994","101385.00","21.81"
"81.41682049999997","101974.00","21.75"
"81.82233109999993","103185.00","21.81"
"82.1566886999999","103343.25","21.81"
"82.5199907","103357.50","21.81"
"82.91072750000001","103361.25","21.81"
"83.28272979999997","103362.50","21.81"
"83.6666641999999","103362.75","21.81"
"84.07632509999996","103368.25","21.81"
"84.43156369999997","103364.00","21.81"
"84.79280799999992","103362.50","21.81"
"85.17597439999997","103366.75","21.81"
"85.56139109999992","103364.50","21.81"
"85.93414989999997","103365.25","21.81"
"86.30582770000001","103363.50","21.81"
"86.69584829999997","103367.50","21.81"
"87.06073570000001","103365.75","21.81"
"87.44020089999992","103367.00","21.81"
"87.82679279999991","103365.25","21.81"
"88.1960681999999","103360.50","21.81"
"88.57259519999991","103360.50","21.81"
"88.96153929999991","103361.00","21.81"
"89.3354703","103363.50","21.81"
"89.71630789999995","103365.00","21.81"
"90.10212539999998","103358.50","21.81"
"90.4758038","103362.00","21.81"
"90.87668459999998","103362.00","21.81"
"91.26619689999995","103361.25","21.81"
"91.60194569999999","103356.00","21.81"
"91.98892919999992","103359.50","21.81"
"92.3689728999999","103360.25","21.81"
"92.74407169999995","103358.00","21.81"
"93.13234499999999","103358.25","21.81"
"93.50705749999997","103362.50","21.81"
"93.8789822","103358.25","21.81"
"94.26185879999991","103356.50","21.81"
"94.64159239999992","103355.25","21.81"
"95.02574149999998","103358.25","21.81"
"95.39925259999995","103359.25","21.81"
"95.77949649999994","103361.00","21.81"
"96.15622159999998","103360.75","21.81"
"96.53991859999996","103360.50","21.81"
"96.9186924999999","103359.25","21.81"
"97.2988633","103357.75","21.81"
"97.68628100000001","103358.50","21.81"
"98.05969039999991","103356.25","21.81"
"98.44673969999997","103357.00","21.81"
"98.82689069999992","103361.75","21.81"
"99.20641039999998","103356.50","21.81"
"99.5767376","103356.50","21.81"
"99.98193399999991","103358.25","21.81"
"100.33859099999995","103356.50","21.81"
"100.7376228999999","103358.25","21.81"
"101.09675119999997","103357.50","21.81"
"101.46636179999996","103356.50","21.81"
"101.84669109999993","103357.50","21.81"
"102.22532159999992","103358.25","21.81"
"102.61237879999999","103359.75","21.81"
"102.98672339999996","103354.50","21.81"
"103.3606542","103355.75","21.81"
"103.7402217","103354.00","21.81"
"104.1194213","103351.00","21.75"
"104.50323629999991","103354.25","21.81"
"104.87963029999992","103354.25","21.81"
"105.2608846999999","103353.00","21.81"
"105.64671479999993","103354.25","21.81"
"106.03055919999997","103355.75","21.81"
"106.40438849999998","103354.50","21.81"
"106.78674219999994","103353.50","21.81"
"107.1560025","103357.50","21.81"
"107.54129899999998","103356.75","21.81"
"107.9370255","103355.75","21.81"
"108.3038219","103350.25","21.75"
"108.6759164","103354.75","21.81"
"109.06665939999993","103358.00","21.81"
"109.43863149999993","103354.00","21.81"
"109.8252369999999","103356.75","21.81"
"110.2063243","103357.50","21.81"
"110.58742589999997","103356.50","21.81"
"110.96224099999995","103356.75","21.81"
"111.34100409999996","103354.25","21.81"
"111.7226083999999","103357.50","21.81"
"112.1067243","103359.00","21.81"
"112.47695469999996","103360.50","21.81"
"112.85973909999996","103354.00","21.81"
"113.2466010999999","103358.25","21.81"
"113.62625359999993","103357.00","21.81"
"113.9986932999999","103356.50","21.81"
"114.37086409999995","103359.25","21.81"
"114.75706049999997","103357.50","21.81"
"115.1337605","103362.25","21.81"
"115.51591659999997","103358.50","21.81"
"115.89119569999991","103354.25","21.75"
"116.26606279999999","103357.00","21.81"
"116.65716169999996","103356.00","21.81"
"117.02633409999999","103358.00","21.81"
"117.40674619999993","103357.50","21.81"
"117.78542449999998","103353.00","21.75"
"118.17320689999997","103359.75","21.81"
"118.55421769999998","103358.50","21.81"
"118.93855709999991","103358.25","21.81"
"119.3071526","103359.75","21.81"
"119.66922979999993","103358.75","21.81"
"120.05668529999991","103358.50","21.81"
"120.42554889999997","103356.25","21.75"
"120.8169413999999","103357.75","21.81"
"121.18983199999991","103359.50","21.81"
"121.55984269999999","103361.50","21.81"
"121.93944849999991","103354.75","21.75"
"122.33637399999998","103360.50","21.81"
"122.70544239999992","103356.50","21.75"
"123.09032109999998","103357.75","21.81"
"123.46672879999994","103360.50","21.81"
"123.84697069999993","103360.50","21.81"
"124.21772599999997","103356.00","21.75"
